Customer ID,Gender,Age,Tenure Months,Contract,Internet Service,Payment Method,Tech Support,Paperless Billing,Monthly Charges,Churn,Annual Revenue,Customer Segment
CUST-00686,Female,41,63,Two year,Fiber optic,Electronic check,No,Yes,103.26,Yes,1239.12,49-72 Months
CUST-00687,Male,58,52,Month-to-month,Fiber optic,Mailed check,Yes,Yes,109.33,No,1311.96,49-72 Months
CUST-00688,Female,31,42,Month-to-month,Fiber optic,Mailed check,No,Yes,38.76,No,465.12,25-48 Months
CUST-00689,Male,58,62,One year,Fiber optic,Mailed check,No,No,104.89,Yes,1258.68,49-72 Months
CUST-00690,Female,29,22,Two year,DSL,Credit card,No,No,34.56,No,414.72,13-24 Months
CUST-00691,Female,37,28,One year,Fiber optic,Credit card,No,No,89.7,No,1076.4,25-48 Months
CUST-00692,Female,49,5,Two year,No internet,Electronic check,No,Yes,63.94,No,767.28,0-6 Months
CUST-00693,Female,64,51,Month-to-month,Fiber optic,Electronic check,No,No,109.42,No,1313.04,49-72 Months
CUST-00694,Female,30,53,Two year,Fiber optic,Mailed check,No,Yes,78.98,No,947.76,49-72 Months
CUST-00695,Male,49,55,Two year,Fiber optic,Electronic check,No,No,98.08,No,1176.96,49-72 Months
CUST-00696,Male,21,54,Month-to-month,DSL,Mailed check,Yes,Yes,106.66,No,1279.92,49-72 Months
CUST-00697,Female,21,10,One year,No internet,Electronic check,No,Yes,63.85,Yes,766.2,7-12 Months
CUST-00698,Female,58,48,Month-to-month,DSL,Electronic check,Yes,No,71.19,No,854.28,25-48 Months
CUST-00699,Male,56,55,Month-to-month,Fiber optic,Credit card,No,No,40.89,No,490.68,49-72 Months
CUST-00700,Male,37,15,Month-to-month,Fiber optic,Electronic check,No,Yes,63.6,No,763.2,13-24 Months
CUST-00701,Female,51,35,Month-to-month,DSL,Credit card,No,Yes,125.96,No,1511.52,25-48 Months
CUST-00702,Female,38,66,Two year,Fiber optic,Electronic check,No,Yes,93.16,No,1117.92,49-72 Months
CUST-00703,Male,32,30,Month-to-month,DSL,Electronic check,Yes,No,42.75,Yes,513.0,25-48 Months
CUST-00704,Male,40,55,One year,Fiber optic,Electronic check,No,Yes,117.68,Yes,1412.16,49-72 Months
CUST-00705,Male,34,39,Month-to-month,Fiber optic,Electronic check,No,Yes,82.89,Yes,994.68,25-48 Months
CUST-00706,Female,61,48,Month-to-month,Fiber optic,Mailed check,No,Yes,95.25,Yes,1143.0,25-48 Months
CUST-00707,Male,39,46,Month-to-month,Fiber optic,Credit card,No,No,85.73,No,1028.76,25-48 Months
CUST-00708,Female,35,47,Month-to-month,No internet,Credit card,No,No,83.75,No,1005.0,25-48 Months
CUST-00709,Male,46,57,One year,DSL,Electronic check,No,No,20.0,No,240.0,49-72 Months
CUST-00710,Male,58,66,Two year,No internet,Electronic check,No,No,102.99,No,1235.88,49-72 Months
CUST-00711,Female,32,22,Month-to-month,DSL,Electronic check,No,Yes,20.0,Yes,240.0,13-24 Months
CUST-00712,Female,67,67,Two year,Fiber optic,Bank transfer,No,Yes,100.45,No,1205.4,49-72 Months
CUST-00713,Female,42,46,One year,DSL,Electronic check,No,Yes,74.79,No,897.48,25-48 Months
CUST-00714,Female,53,43,One year,Fiber optic,Electronic check,No,Yes,95.39,No,1144.68,25-48 Months
CUST-00715,Female,68,24,Month-to-month,DSL,Credit card,No,No,76.44,No,917.28,13-24 Months
CUST-00716,Female,40,31,Month-to-month,Fiber optic,Credit card,No,Yes,101.23,Yes,1214.76,25-48 Months
CUST-00717,Female,28,47,Two year,No internet,Bank transfer,No,No,72.45,No,869.4,25-48 Months
CUST-00718,Male,57,27,One year,DSL,Electronic check,No,Yes,79.87,No,958.44,25-48 Months
CUST-00719,Male,18,21,Month-to-month,DSL,Mailed check,No,Yes,83.33,Yes,999.96,13-24 Months
CUST-00720,Female,42,59,Two year,DSL,Electronic check,No,No,124.6,Yes,1495.2,49-72 Months
CUST-00721,Male,69,30,Month-to-month,DSL,Bank transfer,Yes,Yes,88.81,Yes,1065.72,25-48 Months
CUST-00722,Female,39,47,One year,DSL,Bank transfer,No,Yes,35.13,No,421.56,25-48 Months
CUST-00723,Female,54,3,Month-to-month,DSL,Electronic check,Yes,No,56.21,No,674.52,0-6 Months
CUST-00724,Male,45,6,Two year,Fiber optic,Credit card,No,Yes,88.74,No,1064.88,0-6 Months
CUST-00725,Female,29,62,Month-to-month,DSL,Mailed check,Yes,Yes,107.27,Yes,1287.24,49-72 Months
CUST-00726,Male,34,11,Month-to-month,Fiber optic,Credit card,No,Yes,51.78,Yes,621.36,7-12 Months
CUST-00727,Female,45,58,One year,DSL,Electronic check,No,No,134.72,No,1616.64,49-72 Months
CUST-00728,Male,23,65,Month-to-month,DSL,Mailed check,No,Yes,76.92,No,923.04,49-72 Months
CUST-00729,Male,39,35,Two year,Fiber optic,Electronic check,No,Yes,83.78,No,1005.36,25-48 Months
CUST-00730,Female,39,64,One year,DSL,Bank transfer,Yes,Yes,36.89,Yes,442.68,49-72 Months
CUST-00731,Female,62,31,Month-to-month,DSL,Electronic check,Yes,Yes,103.23,Yes,1238.76,25-48 Months
CUST-00732,Male,24,69,Month-to-month,DSL,Electronic check,No,No,59.52,No,714.24,49-72 Months
CUST-00733,Female,62,18,Two year,DSL,Bank transfer,No,Yes,51.12,No,613.44,13-24 Months
CUST-00734,Female,39,31,One year,DSL,Bank transfer,No,No,63.12,No,757.44,25-48 Months
CUST-00735,Male,52,29,Two year,DSL,Bank transfer,No,No,110.72,No,1328.64,25-48 Months
CUST-00736,Female,47,57,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,85.04,No,1020.48,49-72 Months
CUST-00737,Female,33,4,Two year,Fiber optic,Bank transfer,No,No,47.11,No,565.32,0-6 Months
CUST-00738,Male,67,60,Month-to-month,DSL,Bank transfer,No,No,57.15,No,685.8,49-72 Months
CUST-00739,Female,29,2,One year,Fiber optic,Mailed check,No,No,111.47,No,1337.64,0-6 Months
CUST-00740,Female,19,23,Month-to-month,Fiber optic,Electronic check,No,Yes,65.38,No,784.56,13-24 Months
CUST-00741,Female,57,43,Month-to-month,Fiber optic,Mailed check,No,Yes,87.69,No,1052.28,25-48 Months
CUST-00742,Female,50,11,Two year,Fiber optic,Electronic check,No,Yes,94.54,No,1134.48,7-12 Months
CUST-00743,Female,65,36,Two year,No internet,Mailed check,No,Yes,20.0,No,240.0,25-48 Months
CUST-00744,Male,42,72,Month-to-month,Fiber optic,Mailed check,No,Yes,107.4,Yes,1288.8,49-72 Months
CUST-00745,Female,18,60,Two year,Fiber optic,Electronic check,No,Yes,48.13,No,577.56,49-72 Months
CUST-00746,Male,19,3,Month-to-month,No internet,Bank transfer,No,No,61.9,No,742.8,0-6 Months
CUST-00747,Female,40,43,Month-to-month,No internet,Bank transfer,No,No,115.1,No,1381.2,25-48 Months
CUST-00748,Male,31,44,Month-to-month,Fiber optic,Mailed check,No,Yes,112.51,No,1350.12,25-48 Months
CUST-00749,Male,66,5,Month-to-month,No internet,Credit card,No,No,85.8,Yes,1029.6,0-6 Months
CUST-00750,Male,24,47,Month-to-month,Fiber optic,Electronic check,No,Yes,92.4,Yes,1108.8,25-48 Months
CUST-00751,Female,64,38,Month-to-month,DSL,Electronic check,No,Yes,99.38,No,1192.56,25-48 Months
CUST-00752,Male,29,50,Month-to-month,Fiber optic,Electronic check,No,No,112.04,No,1344.48,49-72 Months
CUST-00753,Male,24,22,One year,Fiber optic,Mailed check,Yes,Yes,115.61,No,1387.32,13-24 Months
CUST-00754,Female,32,19,Two year,Fiber optic,Electronic check,No,Yes,75.02,Yes,900.24,13-24 Months
CUST-00755,Female,25,53,One year,DSL,Credit card,Yes,No,51.35,No,616.2,49-72 Months
CUST-00756,Male,39,52,Month-to-month,Fiber optic,Electronic check,No,No,64.86,No,778.32,49-72 Months
CUST-00757,Female,35,12,One year,DSL,Mailed check,No,No,75.56,No,906.72,7-12 Months
CUST-00758,Male,46,16,Month-to-month,DSL,Mailed check,No,Yes,70.51,No,846.12,13-24 Months
CUST-00759,Male,46,43,One year,Fiber optic,Electronic check,No,Yes,43.66,Yes,523.92,25-48 Months
CUST-00760,Female,18,60,One year,No internet,Bank transfer,No,Yes,84.23,No,1010.76,49-72 Months
CUST-00761,Male,24,15,Month-to-month,Fiber optic,Bank transfer,No,Yes,28.1,Yes,337.2,13-24 Months
CUST-00762,Female,26,16,Month-to-month,Fiber optic,Bank transfer,No,No,74.39,Yes,892.68,13-24 Months
CUST-00763,Female,28,59,Two year,Fiber optic,Bank transfer,No,Yes,76.19,No,914.28,49-72 Months
CUST-00764,Female,22,51,Two year,Fiber optic,Mailed check,No,No,75.23,No,902.76,49-72 Months
CUST-00765,Male,34,65,One year,Fiber optic,Mailed check,Yes,Yes,95.83,No,1149.96,49-72 Months
CUST-00766,Female,47,57,Two year,DSL,Bank transfer,Yes,Yes,92.12,No,1105.44,49-72 Months
CUST-00767,Female,34,69,Two year,DSL,Mailed check,No,Yes,134.23,Yes,1610.76,49-72 Months
CUST-00768,Male,35,14,Month-to-month,Fiber optic,Mailed check,No,Yes,57.5,No,690.0,13-24 Months
CUST-00769,Male,42,20,One year,Fiber optic,Electronic check,No,Yes,79.82,No,957.84,13-24 Months
CUST-00770,Male,47,18,Month-to-month,DSL,Bank transfer,No,No,78.03,No,936.36,13-24 Months
CUST-00771,Female,35,4,Month-to-month,Fiber optic,Electronic check,Yes,No,76.71,Yes,920.52,0-6 Months
CUST-00772,Female,29,57,Month-to-month,DSL,Credit card,No,No,36.58,No,438.96,49-72 Months
CUST-00773,Male,39,48,Two year,No internet,Electronic check,No,Yes,38.86,No,466.32,25-48 Months
CUST-00774,Female,19,7,One year,Fiber optic,Mailed check,No,No,72.18,No,866.16,7-12 Months
CUST-00775,Female,44,15,Month-to-month,DSL,Electronic check,No,No,27.87,No,334.44,13-24 Months
CUST-00776,Female,67,14,Month-to-month,No internet,Electronic check,Yes,Yes,62.64,No,751.68,13-24 Months
CUST-00777,Male,39,30,Month-to-month,DSL,Electronic check,No,No,53.87,Yes,646.44,25-48 Months
CUST-00778,Male,23,33,One year,No internet,Bank transfer,No,No,63.66,No,763.92,25-48 Months
CUST-00779,Male,55,21,Two year,Fiber optic,Electronic check,No,No,103.71,No,1244.52,13-24 Months
CUST-00780,Female,24,67,Month-to-month,DSL,Electronic check,No,No,41.81,No,501.72,49-72 Months
CUST-00781,Female,28,16,Month-to-month,Fiber optic,Electronic check,No,Yes,96.35,Yes,1156.2,13-24 Months
CUST-00782,Female,25,41,One year,Fiber optic,Electronic check,No,Yes,56.0,No,672.0,25-48 Months
CUST-00783,Male,64,32,Month-to-month,No internet,Credit card,No,Yes,59.49,No,713.88,25-48 Months
CUST-00784,Male,70,28,Month-to-month,Fiber optic,Mailed check,No,Yes,85.04,No,1020.48,25-48 Months
CUST-00785,Male,48,60,Month-to-month,No internet,Bank transfer,Yes,Yes,64.32,No,771.84,49-72 Months
CUST-00786,Female,50,71,Month-to-month,DSL,Mailed check,Yes,Yes,47.01,No,564.12,49-72 Months
CUST-00787,Male,52,1,Month-to-month,No internet,Mailed check,Yes,No,61.63,No,739.56,0-6 Months
CUST-00788,Female,50,34,Two year,No internet,Credit card,Yes,Yes,22.25,No,267.0,25-48 Months
CUST-00789,Female,46,9,Month-to-month,DSL,Electronic check,No,No,82.67,Yes,992.04,7-12 Months
CUST-00790,Male,70,32,Month-to-month,No internet,Credit card,Yes,No,20.0,Yes,240.0,25-48 Months
CUST-00791,Male,56,45,One year,DSL,Mailed check,No,Yes,96.86,No,1162.32,25-48 Months
CUST-00792,Male,22,30,Two year,DSL,Mailed check,No,Yes,89.23,No,1070.76,25-48 Months
CUST-00793,Female,38,23,Month-to-month,DSL,Credit card,No,No,116.84,No,1402.08,13-24 Months
CUST-00794,Female,69,23,Month-to-month,Fiber optic,Electronic check,No,Yes,133.1,Yes,1597.2,13-24 Months
CUST-00795,Male,39,22,One year,Fiber optic,Credit card,Yes,Yes,98.2,No,1178.4,13-24 Months
CUST-00796,Male,28,24,Month-to-month,Fiber optic,Credit card,No,No,54.43,Yes,653.16,13-24 Months
CUST-00797,Female,64,27,One year,Fiber optic,Electronic check,No,Yes,132.83,Yes,1593.96,25-48 Months
CUST-00798,Male,51,50,Month-to-month,Fiber optic,Mailed check,No,Yes,38.57,No,462.84,49-72 Months
CUST-00799,Male,47,7,Month-to-month,DSL,Credit card,No,No,20.0,No,240.0,7-12 Months
CUST-00800,Male,40,3,Month-to-month,DSL,Electronic check,No,Yes,123.87,No,1486.44,0-6 Months
CUST-00801,Male,24,38,One year,DSL,Bank transfer,No,Yes,88.84,No,1066.08,25-48 Months
CUST-00802,Male,38,50,Month-to-month,No internet,Electronic check,No,Yes,20.0,Yes,240.0,49-72 Months
CUST-00803,Female,41,19,Month-to-month,No internet,Electronic check,No,Yes,34.05,No,408.6,13-24 Months
CUST-00804,Female,67,15,Month-to-month,No internet,Mailed check,Yes,Yes,87.44,Yes,1049.28,13-24 Months
CUST-00805,Female,34,45,One year,DSL,Bank transfer,Yes,Yes,47.64,No,571.68,25-48 Months
CUST-00806,Female,25,28,Month-to-month,Fiber optic,Bank transfer,No,Yes,51.67,Yes,620.04,25-48 Months
CUST-00807,Female,40,53,One year,No internet,Bank transfer,No,No,127.06,No,1524.72,49-72 Months
CUST-00808,Male,70,11,One year,Fiber optic,Electronic check,No,No,132.15,No,1585.8,7-12 Months
CUST-00809,Male,43,9,Month-to-month,Fiber optic,Mailed check,No,Yes,76.11,Yes,913.32,7-12 Months
CUST-00810,Female,38,40,Two year,Fiber optic,Electronic check,No,No,67.79,No,813.48,25-48 Months
CUST-00811,Male,53,29,Two year,DSL,Electronic check,Yes,Yes,97.27,No,1167.24,25-48 Months
CUST-00812,Female,52,53,Month-to-month,DSL,Electronic check,No,No,56.28,No,675.36,49-72 Months
CUST-00813,Female,33,37,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,20.0,No,240.0,25-48 Months
CUST-00814,Male,69,26,Month-to-month,DSL,Electronic check,No,No,20.0,No,240.0,25-48 Months
CUST-00815,Female,49,12,Month-to-month,Fiber optic,Electronic check,No,No,69.94,Yes,839.28,7-12 Months
CUST-00816,Female,21,12,Month-to-month,Fiber optic,Bank transfer,No,Yes,96.69,No,1160.28,7-12 Months
CUST-00817,Male,39,55,Two year,Fiber optic,Electronic check,No,Yes,72.45,Yes,869.4,49-72 Months
CUST-00818,Male,66,17,Two year,Fiber optic,Credit card,No,Yes,94.68,No,1136.16,13-24 Months
CUST-00819,Female,38,37,Month-to-month,DSL,Mailed check,Yes,Yes,97.48,Yes,1169.76,25-48 Months
CUST-00820,Female,48,59,Month-to-month,Fiber optic,Electronic check,No,Yes,110.81,No,1329.72,49-72 Months
CUST-00821,Male,50,65,Month-to-month,Fiber optic,Credit card,No,No,77.22,No,926.64,49-72 Months
CUST-00822,Female,55,20,Month-to-month,Fiber optic,Bank transfer,No,Yes,79.72,Yes,956.64,13-24 Months
CUST-00823,Male,64,8,Month-to-month,DSL,Credit card,Yes,Yes,70.97,No,851.64,7-12 Months
CUST-00824,Female,25,56,Two year,No internet,Mailed check,No,No,64.76,No,777.12,49-72 Months
CUST-00825,Female,45,50,Two year,DSL,Mailed check,No,No,27.98,No,335.76,49-72 Months
CUST-00826,Male,46,24,Month-to-month,DSL,Bank transfer,No,Yes,104.82,No,1257.84,13-24 Months
CUST-00827,Female,26,43,One year,No internet,Mailed check,No,No,61.25,No,735.0,25-48 Months
CUST-00828,Female,53,14,One year,Fiber optic,Mailed check,Yes,No,59.65,Yes,715.8,13-24 Months
CUST-00829,Female,24,51,Two year,Fiber optic,Electronic check,Yes,No,56.83,No,681.96,49-72 Months
CUST-00830,Male,42,53,Month-to-month,DSL,Electronic check,No,Yes,34.47,No,413.64,49-72 Months
CUST-00831,Male,35,22,Month-to-month,Fiber optic,Electronic check,Yes,Yes,69.6,No,835.2,13-24 Months
CUST-00832,Male,26,34,One year,DSL,Bank transfer,No,Yes,86.46,No,1037.52,25-48 Months
CUST-00833,Male,61,25,Month-to-month,DSL,Mailed check,No,No,52.25,Yes,627.0,25-48 Months
CUST-00834,Male,30,3,One year,Fiber optic,Credit card,No,No,101.05,No,1212.6,0-6 Months
CUST-00835,Female,31,10,Month-to-month,DSL,Electronic check,No,No,61.68,No,740.16,7-12 Months
CUST-00836,Female,63,70,One year,Fiber optic,Mailed check,No,Yes,29.09,No,349.08,49-72 Months
CUST-00837,Female,64,33,Two year,Fiber optic,Electronic check,No,Yes,110.46,No,1325.52,25-48 Months
CUST-00838,Male,19,11,Month-to-month,DSL,Bank transfer,Yes,No,77.56,No,930.72,7-12 Months
CUST-00839,Male,32,4,Month-to-month,DSL,Credit card,No,Yes,96.17,Yes,1154.04,0-6 Months
CUST-00840,Female,55,26,One year,Fiber optic,Mailed check,No,Yes,96.83,No,1161.96,25-48 Months
CUST-00841,Male,59,71,Month-to-month,Fiber optic,Mailed check,No,No,45.51,No,546.12,49-72 Months
CUST-00842,Female,70,28,One year,Fiber optic,Bank transfer,Yes,No,57.39,No,688.68,25-48 Months
CUST-00843,Female,47,72,One year,Fiber optic,Electronic check,No,Yes,100.96,Yes,1211.52,49-72 Months
CUST-00844,Male,18,36,Month-to-month,Fiber optic,Bank transfer,No,No,123.39,No,1480.68,25-48 Months
CUST-00845,Male,64,56,Two year,Fiber optic,Bank transfer,Yes,Yes,73.77,No,885.24,49-72 Months
CUST-00846,Male,26,57,Month-to-month,DSL,Electronic check,No,Yes,54.44,Yes,653.28,49-72 Months
CUST-00847,Male,24,3,One year,DSL,Bank transfer,Yes,Yes,119.11,No,1429.32,0-6 Months
CUST-00848,Male,53,1,Month-to-month,DSL,Bank transfer,No,Yes,54.45,No,653.4,0-6 Months
CUST-00849,Female,50,67,Month-to-month,DSL,Electronic check,Yes,Yes,81.21,No,974.52,49-72 Months
CUST-00850,Female,21,68,Month-to-month,DSL,Electronic check,No,Yes,60.02,No,720.24,49-72 Months
CUST-00851,Female,26,10,Two year,DSL,Mailed check,No,Yes,79.53,No,954.36,7-12 Months
CUST-00852,Female,49,47,Two year,No internet,Bank transfer,Yes,Yes,45.53,No,546.36,25-48 Months
CUST-00853,Female,31,67,Two year,DSL,Bank transfer,Yes,Yes,61.51,No,738.12,49-72 Months
CUST-00854,Male,54,69,Month-to-month,DSL,Mailed check,Yes,No,54.44,Yes,653.28,49-72 Months
CUST-00855,Male,39,22,Month-to-month,DSL,Electronic check,No,Yes,90.54,Yes,1086.48,13-24 Months
CUST-00856,Female,49,59,One year,DSL,Electronic check,Yes,Yes,76.57,No,918.84,49-72 Months
CUST-00857,Male,43,47,One year,Fiber optic,Electronic check,No,Yes,96.65,Yes,1159.8,25-48 Months
CUST-00858,Male,37,67,Month-to-month,Fiber optic,Electronic check,No,Yes,48.88,Yes,586.56,49-72 Months
CUST-00859,Female,36,11,Two year,Fiber optic,Electronic check,No,Yes,66.16,No,793.92,7-12 Months
CUST-00860,Female,54,44,Month-to-month,Fiber optic,Electronic check,No,No,89.5,No,1074.0,25-48 Months
CUST-00861,Female,45,2,Month-to-month,Fiber optic,Bank transfer,No,Yes,96.04,Yes,1152.48,0-6 Months
CUST-00862,Female,49,26,Two year,Fiber optic,Bank transfer,No,Yes,31.52,Yes,378.24,25-48 Months
CUST-00863,Male,48,1,Month-to-month,Fiber optic,Electronic check,No,Yes,80.9,Yes,970.8,0-6 Months
CUST-00864,Female,29,32,Month-to-month,No internet,Bank transfer,No,Yes,49.23,No,590.76,25-48 Months
CUST-00865,Female,66,59,One year,Fiber optic,Electronic check,No,No,97.46,No,1169.52,49-72 Months
CUST-00866,Female,47,48,Two year,Fiber optic,Mailed check,No,Yes,124.09,No,1489.08,25-48 Months
CUST-00867,Female,56,23,Month-to-month,Fiber optic,Credit card,No,No,20.0,Yes,240.0,13-24 Months
CUST-00868,Female,64,31,One year,Fiber optic,Mailed check,No,No,53.63,Yes,643.56,25-48 Months
CUST-00869,Male,67,27,Month-to-month,DSL,Electronic check,No,Yes,79.39,Yes,952.68,25-48 Months
CUST-00870,Male,53,53,Month-to-month,DSL,Mailed check,Yes,Yes,71.89,No,862.68,49-72 Months
CUST-00871,Male,59,20,Month-to-month,Fiber optic,Bank transfer,Yes,No,98.31,No,1179.72,13-24 Months
CUST-00872,Male,43,7,Month-to-month,DSL,Electronic check,No,No,74.21,No,890.52,7-12 Months
CUST-00873,Male,57,37,Month-to-month,Fiber optic,Credit card,No,Yes,57.17,No,686.04,25-48 Months
CUST-00874,Male,35,60,Month-to-month,DSL,Mailed check,No,Yes,43.43,No,521.16,49-72 Months
CUST-00875,Female,55,35,One year,No internet,Electronic check,No,Yes,38.72,No,464.64,25-48 Months
CUST-00876,Female,22,15,One year,No internet,Mailed check,No,Yes,51.2,No,614.4,13-24 Months
CUST-00877,Female,66,4,One year,Fiber optic,Bank transfer,No,No,56.18,No,674.16,0-6 Months
CUST-00878,Female,30,68,Two year,DSL,Mailed check,No,Yes,82.75,No,993.0,49-72 Months
CUST-00879,Female,52,55,Month-to-month,DSL,Credit card,No,Yes,67.61,Yes,811.32,49-72 Months
CUST-00880,Female,18,12,Month-to-month,DSL,Credit card,No,Yes,53.77,Yes,645.24,7-12 Months
CUST-00881,Male,26,6,Month-to-month,Fiber optic,Electronic check,No,Yes,43.74,No,524.88,0-6 Months
CUST-00882,Female,70,10,One year,DSL,Electronic check,No,No,52.33,No,627.96,7-12 Months
CUST-00883,Male,62,28,Month-to-month,Fiber optic,Electronic check,No,Yes,56.21,No,674.52,25-48 Months
CUST-00884,Male,29,59,Month-to-month,Fiber optic,Bank transfer,Yes,No,51.05,No,612.6,49-72 Months
CUST-00885,Female,24,12,Month-to-month,DSL,Bank transfer,No,Yes,90.85,Yes,1090.2,7-12 Months
CUST-00886,Female,61,59,Month-to-month,Fiber optic,Electronic check,Yes,Yes,110.31,Yes,1323.72,49-72 Months
CUST-00887,Male,70,1,Two year,Fiber optic,Credit card,No,Yes,39.07,Yes,468.84,0-6 Months
CUST-00888,Male,26,54,One year,DSL,Electronic check,No,Yes,103.34,Yes,1240.08,49-72 Months
CUST-00889,Male,53,21,Month-to-month,DSL,Credit card,No,No,91.41,No,1096.92,13-24 Months
CUST-00890,Male,33,70,One year,No internet,Credit card,No,Yes,77.04,Yes,924.48,49-72 Months
CUST-00891,Male,57,35,One year,DSL,Electronic check,No,No,114.75,No,1377.0,25-48 Months
CUST-00892,Female,40,20,Month-to-month,DSL,Electronic check,Yes,Yes,67.23,No,806.76,13-24 Months
CUST-00893,Female,24,18,Month-to-month,DSL,Electronic check,No,No,83.25,Yes,999.0,13-24 Months
CUST-00894,Female,35,60,One year,Fiber optic,Credit card,Yes,Yes,75.46,No,905.52,49-72 Months
CUST-00895,Female,46,30,Month-to-month,Fiber optic,Mailed check,No,No,73.38,No,880.56,25-48 Months
CUST-00896,Female,60,26,Month-to-month,No internet,Credit card,No,Yes,84.85,No,1018.2,25-48 Months
CUST-00897,Female,19,53,Month-to-month,Fiber optic,Mailed check,No,Yes,73.3,Yes,879.6,49-72 Months
CUST-00898,Male,68,39,One year,Fiber optic,Mailed check,No,No,85.05,No,1020.6,25-48 Months
CUST-00899,Male,52,48,Two year,DSL,Credit card,No,No,53.25,No,639.0,25-48 Months
CUST-00900,Female,64,33,One year,Fiber optic,Mailed check,No,Yes,54.12,No,649.44,25-48 Months
CUST-00901,Male,67,5,Month-to-month,Fiber optic,Bank transfer,No,No,53.12,Yes,637.44,0-6 Months
CUST-00902,Male,26,1,Month-to-month,DSL,Mailed check,No,Yes,61.79,No,741.48,0-6 Months
CUST-00903,Male,22,3,One year,Fiber optic,Electronic check,Yes,No,100.37,Yes,1204.44,0-6 Months
CUST-00904,Female,59,42,Two year,DSL,Electronic check,No,Yes,59.06,No,708.72,25-48 Months
CUST-00905,Male,27,37,Two year,Fiber optic,Electronic check,No,No,90.27,Yes,1083.24,25-48 Months
CUST-00906,Female,25,54,Two year,DSL,Bank transfer,No,Yes,79.43,No,953.16,49-72 Months
CUST-00907,Male,42,65,Month-to-month,Fiber optic,Mailed check,No,No,59.64,Yes,715.68,49-72 Months
CUST-00908,Male,66,13,One year,DSL,Mailed check,No,No,108.66,No,1303.92,13-24 Months
CUST-00909,Male,60,69,Two year,Fiber optic,Electronic check,No,No,92.61,No,1111.32,49-72 Months
CUST-00910,Male,45,68,One year,Fiber optic,Bank transfer,No,No,72.05,No,864.6,49-72 Months
CUST-00911,Female,28,45,One year,DSL,Credit card,No,No,69.73,Yes,836.76,25-48 Months
CUST-00912,Male,35,39,Month-to-month,Fiber optic,Bank transfer,No,Yes,74.62,No,895.44,25-48 Months
CUST-00913,Male,54,13,One year,DSL,Credit card,No,Yes,29.17,No,350.04,13-24 Months
CUST-00914,Female,26,13,Month-to-month,Fiber optic,Electronic check,No,Yes,48.9,No,586.8,13-24 Months
CUST-00915,Female,45,2,Month-to-month,Fiber optic,Electronic check,No,Yes,84.95,Yes,1019.4,0-6 Months
CUST-00916,Male,18,47,Two year,Fiber optic,Mailed check,Yes,Yes,27.68,No,332.16,25-48 Months
CUST-00917,Female,35,32,Two year,No internet,Electronic check,Yes,No,51.07,No,612.84,25-48 Months
CUST-00918,Female,31,14,Two year,Fiber optic,Bank transfer,No,Yes,61.01,No,732.12,13-24 Months
CUST-00919,Male,54,10,Month-to-month,Fiber optic,Credit card,Yes,Yes,153.3,Yes,1839.6,7-12 Months
CUST-00920,Female,66,5,Month-to-month,DSL,Electronic check,No,Yes,90.86,Yes,1090.32,0-6 Months
CUST-00921,Female,25,47,Month-to-month,Fiber optic,Credit card,Yes,No,102.73,No,1232.76,25-48 Months
CUST-00922,Female,60,50,Two year,DSL,Electronic check,Yes,Yes,49.46,No,593.52,49-72 Months
CUST-00923,Male,52,46,One year,No internet,Bank transfer,No,Yes,82.14,No,985.68,25-48 Months
CUST-00924,Male,69,8,Two year,DSL,Mailed check,No,Yes,22.72,No,272.64,7-12 Months
CUST-00925,Male,66,3,Month-to-month,DSL,Bank transfer,No,Yes,62.74,No,752.88,0-6 Months
CUST-00926,Female,23,8,One year,Fiber optic,Electronic check,No,Yes,86.15,Yes,1033.8,7-12 Months
CUST-00927,Female,57,55,One year,No internet,Credit card,Yes,Yes,32.31,No,387.72,49-72 Months
CUST-00928,Male,49,54,Month-to-month,DSL,Credit card,Yes,No,83.01,No,996.12,49-72 Months
CUST-00929,Male,23,22,Two year,Fiber optic,Mailed check,No,No,85.33,Yes,1023.96,13-24 Months
CUST-00930,Female,31,4,One year,No internet,Mailed check,Yes,Yes,55.13,No,661.56,0-6 Months
CUST-00931,Female,67,24,Month-to-month,No internet,Bank transfer,No,Yes,48.63,No,583.56,13-24 Months
CUST-00932,Female,46,59,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,51.97,Yes,623.64,49-72 Months
CUST-00933,Male,35,11,Two year,Fiber optic,Mailed check,No,No,62.29,No,747.48,7-12 Months
CUST-00934,Female,34,58,One year,DSL,Bank transfer,No,No,63.13,Yes,757.56,49-72 Months
CUST-00935,Male,62,34,One year,DSL,Credit card,No,Yes,86.27,No,1035.24,25-48 Months
CUST-00936,Female,33,11,One year,DSL,Bank transfer,Yes,Yes,57.04,Yes,684.48,7-12 Months
CUST-00937,Male,26,68,Month-to-month,Fiber optic,Electronic check,Yes,No,116.86,No,1402.32,49-72 Months
CUST-00938,Male,48,38,One year,Fiber optic,Credit card,No,Yes,116.66,No,1399.92,25-48 Months
CUST-00939,Male,70,49,Two year,Fiber optic,Electronic check,No,No,78.61,No,943.32,49-72 Months
CUST-00940,Female,27,7,Month-to-month,Fiber optic,Electronic check,No,Yes,62.35,No,748.2,7-12 Months
